n-gram (n =2),Location
"{desero,lex}",prud. ham. 2.780 |1.6|
"{desero,sors}",prud. ham. 2.483 |1.6|
"{desero,sortem}",prud. ham. 2.483 |1.6|
"{desero,thalamis}",prud. ham. 2.780 |1.4|
"{desero,thalamus}",prud. ham. 2.780 |1.4|
"{despondeo,bona}",prud. ham. 2.629 |5.7|
"{despondeo,bonum}",prud. ham. 2.629 |5.7|
"{despondeo,bonus}",prud. ham. 2.629 |5.7|
"{despondeo,iusta}",prud. ham. 2.629 |5.8|
"{despondeo,iustis}",prud. ham. 2.629 |5.8|
"{despondeo,iustus}",prud. ham. 2.629 |5.8|
"{despondeo,mens}",prud. ham. 2.629 |5.6|
"{desponsam,bona}",prud. ham. 2.629 |5.7|
"{desponsam,bonum}",prud. ham. 2.629 |5.7|
"{desponsam,bonus}",prud. ham. 2.629 |5.7|
"{desponsam,iusta}",prud. ham. 2.629 |5.8|
"{desponsam,iustis}",prud. ham. 2.629 |5.8|
"{desponsam,iustus}",prud. ham. 2.629 |5.8|
"{desponsam,mens}",prud. ham. 2.629 |5.6|
"{destructo,certo}",prud. ham. 2.236 |4.6|
"{destructo,certus}",prud. ham. 2.236 |4.6|
"{destructo,foedere}",prud. ham. 2.236 |4.5|
"{destructo,foedo}",prud. ham. 2.236 |4.5|
"{destructo,foedus}",prud. ham. 2.236 |4.5|
"{destruo,certo}",prud. ham. 2.236 |4.6|
"{destruo,certus}",prud. ham. 2.236 |4.6|
"{destruo,foedere}",prud. ham. 2.236 |4.5|
"{destruo,foedo}",prud. ham. 2.236 |4.5|
"{destruo,foedus}",prud. ham. 2.236 |4.5|
"{desuescunt,ritu}",prud. ham. 2.455 |3.5|
"{desuescunt,ritus}",prud. ham. 2.455 |3.5|
"{desuescunt,uiuere}",prud. ham. 2.455 |3.4|
"{desuescunt,uiuo}",prud. ham. 2.455 |3.4|
"{deterior,decolo}",prud. ham. 2.186 |1.6|
"{deterior,decolor}",prud. ham. 2.186 |1.6|
"{deterior,dum}",prud. ham. 2.186 |1.5|
"{deterior,ille}",prud. ham. 2.186 |1.7|
"{deterior,illum}",prud. ham. 2.186 |1.7|
"{deterior,mox}",prud. ham. 2.186 |1.2|
"{deterior,refutans}",prud. ham. 2.695 |6.7|
"{deterior,refuto}",prud. ham. 2.695 |6.7|
"{deterior,sponte}",prud. ham. 2.186 |1.3|
"{deterior,sua}",prud. ham. 2.186 |1.4|
"{deterior,suus}",prud. ham. 2.186 |1.4|
"{deteriora,refutans}",prud. ham. 2.695 |6.7|
"{deteriora,refuto}",prud. ham. 2.695 |6.7|
"{deterioro,refutans}",prud. ham. 2.695 |6.7|
"{deterioro,refuto}",prud. ham. 2.695 |6.7|
"{detorqueo,cum}",prud. ham. 2.554 |4.5|
"{detorqueo,mala}",prud. ham. 2.554 |4.6|
"{detorqueo,malum}",prud. ham. 2.554 |4.6|
"{detorqueo,malus}",prud. ham. 2.554 |4.6|
"{detorqueo,noster}",prud. ham. 2.554 |4.7|
"{detorqueo,nostra}",prud. ham. 2.554 |4.7|
"{deuincio,aether}",prud. ham. 2.821 |1.5|
"{deuincio,aethera}",prud. ham. 2.821 |1.5|
"{deuincio,et}",prud. ham. 2.821 |1.4|
"{deuincio,illecebra}",prud. ham. 2.821 |1.2|
"{deuincio,inlecebris}",prud. ham. 2.821 |1.2|
"{deuincio,paucae}",prud. ham. 2.821 |1.6|
"{deuincio,paucus}",prud. ham. 2.821 |1.6|
"{deuincio,retinentur}",prud. ham. 2.821 |1.3|
"{deuincio,retineo}",prud. ham. 2.821 |1.3|
"{deuinctae,aether}",prud. ham. 2.821 |1.5|
"{deuinctae,aethera}",prud. ham. 2.821 |1.5|
"{deuinctae,et}",prud. ham. 2.821 |1.4|
"{deuinctae,illecebra}",prud. ham. 2.821 |1.2|
"{deuinctae,inlecebris}",prud. ham. 2.821 |1.2|
"{deuinctae,paucae}",prud. ham. 2.821 |1.6|
"{deuinctae,paucus}",prud. ham. 2.821 |1.6|
"{deuinctae,retinentur}",prud. ham. 2.821 |1.3|
"{deuinctae,retineo}",prud. ham. 2.821 |1.3|
"{deuinctus,aether}",prud. ham. 2.821 |1.5|
"{deuinctus,aethera}",prud. ham. 2.821 |1.5|
"{deuinctus,et}",prud. ham. 2.821 |1.4|
"{deuinctus,illecebra}",prud. ham. 2.821 |1.2|
"{deuinctus,inlecebris}",prud. ham. 2.821 |1.2|
"{deuinctus,paucae}",prud. ham. 2.821 |1.6|
"{deuinctus,paucus}",prud. ham. 2.821 |1.6|
"{deuinctus,retinentur}",prud. ham. 2.821 |1.3|
"{deuinctus,retineo}",prud. ham. 2.821 |1.3|
"{deum,aether}",prud. ham. 2.7 |3.5|
"{deum,aethera}",prud. ham. 2.7 |3.5|
"{deum,amor}",prud. ham. 2.659 |4.7|
"{deum,amore}",prud. ham. 2.659 |4.7|
"{deum,conprendat}",prud. ham. 2.92 |2.4|
"{deum,credas}",prud. ham. 2.7 |3.6|
"{deum,credens}",prud. ham. 1.47 |1.3|
"{deum,credo}","prud. ham. 1.47 |1.3| , prud. ham. 2.7 |3.6|"
"{deum,deos}",prud. ham. 1.60 |1.6|
"{deum,deus}",prud. ham. 1.60 |1.6|
"{deum,duo}",prud. ham. 1.60 |1.5|
"{deum,duos}",prud. ham. 1.60 |1.5|
"{deum,effinxerit}",prud. ham. 2.14 |4.7|
"{deum,esse}",prud. ham. 1.47 |1.2|
"{deum,et}",prud. ham. 2.27 |5.7|
"{deum,fateor}",prud. ham. 1.47 |1.5|
"{deum,fatetur}",prud. ham. 1.47 |1.5|
"{deum,fator}",prud. ham. 1.47 |1.5|
"{deum,findit}",prud. ham. 1.60 |1.3|
"{deum,findo}",prud. ham. 1.60 |1.3|
"{deum,gehenna}",prud. ham. 2.127 |4.7|
"{deum,gehennae}",prud. ham. 2.127 |4.7|
"{deum,immo}",prud. ham. 2.127 |4.6|
"{deum,in}",prud. ham. 1.60 |1.4|
"{deum,malus}",prud. ham. 1.47 |1.6|
"{deum,olim}",prud. ham. 2.14 |4.8|
"{deum,peremptos}",prud. ham. 2.659 |4.8|
"{deum,perennem}",prud. ham. 1.60 |1.2|
"{deum,perennis}",prud. ham. 1.60 |1.2|
"{deum,perenno}",prud. ham. 1.60 |1.2|
"{deum,perimo}",prud. ham. 2.659 |4.8|
"{deum,pessimum}",prud. ham. 1.47 |1.6|
"{deum,praua}",prud. ham. 2.14 |4.6|
"{deum,prauus}",prud. ham. 2.14 |4.6|
"{deum,quem}",prud. ham. 1.47 |1.4|
"{deum,qui}","prud. ham. 1.47 |1.4| , prud. ham. 2.14 |4.5| , prud. ham. 2.659 |4.6|"
"{deum,quin}",prud. ham. 2.127 |4.5|
"{deum,quis}","prud. ham. 1.47 |1.4| , prud. ham. 2.14 |4.5| , prud. ham. 2.659 |4.6|"
"{deum,quod}",prud. ham. 2.659 |4.6|
"{deum,rapidis}",prud. ham. 2.92 |2.3|
"{deum,rapidus}",prud. ham. 2.92 |2.3|
"{deum,sensibus}",prud. ham. 2.92 |2.5|
"{deum,sensus}",prud. ham. 2.92 |2.5|
"{deum,sum}",prud. ham. 1.47 |1.2|
"{deum,super}",prud. ham. 2.7 |3.4|
"{deum,supo}",prud. ham. 2.7 |3.4|
"{deum,testamur}",prud. ham. 2.27 |5.6|
"{deum,testor}",prud. ham. 2.27 |5.6|
"{deum,uetiti}",prud. ham. 2.659 |4.5|
"{deum,uetitum}",prud. ham. 2.659 |4.5|
"{deum,ueto}",prud. ham. 2.659 |4.5|
"{deum,unum}","prud. ham. 2.27 |5.8| , prud. ham. 2.92 |2.6|"
"{deum,unus}","prud. ham. 2.27 |5.8| , prud. ham. 2.92 |2.6|"
"{deumque,deputans}",prud. ham. 1.29 |1.4|
"{deumque,morior}",prud. ham. 1.29 |1.3|
"{deumque,mortuarum}",prud. ham. 1.29 |1.3|
"{deumque,mortuus}",prud. ham. 1.29 |1.3|
"{deumque,rerum}",prud. ham. 1.29 |1.2|
"{deumque,res}",prud. ham. 1.29 |1.2|
"{deuorat,haurio}",prud. ham. 2.610 |5.6|
"{deuorat,haustu}",prud. ham. 2.610 |5.6|
"{deuorat,haustus}",prud. ham. 2.610 |5.6|
"{deuoret,anima}",prud. ham. 2.960 |1.3|
"{deuoret,animam}",prud. ham. 2.960 |1.3|
"{deuoret,fornacibus}",prud. ham. 2.960 |1.5|
"{deuoret,fornax}",prud. ham. 2.960 |1.5|
"{deuoret,hanc}",prud. ham. 2.960 |1.2|
"{deuoret,hic}",prud. ham. 2.960 |1.2|
"{deuoret,imi}",prud. ham. 2.960 |1.6|
"{deuoret,imis}",prud. ham. 2.960 |1.6|
"{deuoret,imus}",prud. ham. 2.960 |1.6|
"{deuoret,mergo}",prud. ham. 2.960 |1.4|
"{deuoret,mersam}",prud. ham. 2.960 |1.4|
"{deuoro,anima}",prud. ham. 2.960 |1.3|
"{deuoro,animam}",prud. ham. 2.960 |1.3|
"{deuoro,fornacibus}",prud. ham. 2.960 |1.5|
"{deuoro,fornax}",prud. ham. 2.960 |1.5|
"{deuoro,hanc}",prud. ham. 2.960 |1.2|
"{deuoro,haurio}",prud. ham. 2.610 |5.6|
"{deuoro,haustu}",prud. ham. 2.610 |5.6|
"{deuoro,haustus}",prud. ham. 2.610 |5.6|
"{deuoro,hic}",prud. ham. 2.960 |1.2|
"{deuoro,imi}",prud. ham. 2.960 |1.6|
"{deuoro,imis}",prud. ham. 2.960 |1.6|
"{deuoro,imus}",prud. ham. 2.960 |1.6|
"{deuoro,mergo}",prud. ham. 2.960 |1.4|
"{deuoro,mersam}",prud. ham. 2.960 |1.4|
"{deus,ad}",prud. ham. 2.55 |3.7|
"{deus,addidit}",prud. ham. 2.318 |4.5|
"{deus,addo}",prud. ham. 2.318 |4.5|
"{deus,aequiperabile}",prud. ham. 2.79 |3.5|
"{deus,aether}",prud. ham. 2.7 |3.5|
"{deus,aethera}",prud. ham. 2.7 |3.5|
"{deus,alter}",prud. ham. 2.37 |9.10|
"{deus,alto}",prud. ham. 2.37 |9.10|
"{deus,amor}",prud. ham. 2.659 |4.7|
"{deus,amore}",prud. ham. 2.659 |4.7|
"{deus,angelus}",prud. ham. 2.159 |5.6|
"{deus,anima}",prud. ham. 2.931 |2.4|
"{deus,animae}",prud. ham. 2.931 |2.4|
"{deus,ante}",prud. ham. 2.717 |6.7|
"{deus,artus}",prud. ham. 2.635 |2.6|
"{deus,asper}",prud. ham. 2.112 |4.5|
"{deus,atque}",prud. ham. 2.347 |2.3|
"{deus,aucto}",prud. ham. 2.575 |2.7|
"{deus,auctor}",prud. ham. 2.575 |2.7|
"{deus,aures}",prud. ham. 2.318 |4.6|
"{deus,auris}",prud. ham. 2.318 |4.6|
"{deus,auro}",prud. ham. 2.318 |4.6|
"{deus,bonum}",prud. ham. 2.339 |3.5|
"{deus,bonus}",prud. ham. 2.339 |3.5|
"{deus,christe}","prud. ham. 2.931 |2.8| , prud. ham. 2.931 |2.8|"
"{deus,christus}","prud. ham. 2.931 |2.8| , prud. ham. 2.931 |2.8|"
"{deus,cognoscere}",prud. ham. 2.326 |4.5|
"{deus,cognosco}",prud. ham. 2.326 |4.5|
"{deus,committit}",prud. ham. 1.46 |2.4|
"{deus,committo}",prud. ham. 1.46 |2.4|
"{deus,comprobo}",prud. ham. 1.8 |1.3|
"{deus,conditio}",prud. ham. 2.191 |2.5|
"{deus,conditioni}",prud. ham. 2.191 |2.5|
"{deus,conditor}",prud. ham. 2.2 |3.5|
"{deus,conprendat}",prud. ham. 2.92 |2.4|
"{deus,conprobauit}",prud. ham. 1.8 |1.3|
"{deus,conuicia}",prud. ham. 2.656 |5.6|
"{deus,conuicior}",prud. ham. 2.656 |5.6|
"{deus,conuicium}",prud. ham. 2.656 |5.6|
"{deus,credas}",prud. ham. 2.7 |3.6|
"{deus,credens}",prud. ham. 1.47 |1.3|
"{deus,credo}","prud. ham. 1.47 |1.3| , prud. ham. 2.7 |3.6|"
"{deus,cui}",prud. ham. 2.20 |3.6|
"{deus,cuique}",prud. ham. 2.105 |2.5|
"{deus,cuncta}",prud. ham. 2.182 |4.7|
"{deus,cunctiparens}",prud. ham. 2.931 |2.3|
"{deus,cunctor}",prud. ham. 2.182 |4.7|
"{deus,cunctus}",prud. ham. 2.182 |4.7|
"{deus,cur}",prud. ham. 2.640 |4.7|
"{deus,dator}",prud. ham. 2.931 |2.5|
"{deus,dee}",prud. ham. 2.931 |2.2|
"{deus,deos}",prud. ham. 1.60 |1.6|
"{deus,deputans}",prud. ham. 1.29 |1.4|
"{deus,deus}","prud. ham. 1.60 |1.6| , prud. ham. 2.40 |2.2| , prud. ham. 2.347 |2.2| , prud. ham. 2.931 |2.2|"
"{deus,dignata}",prud. ham. 2.63 |3.4|
"{deus,digno}",prud. ham. 2.63 |3.4|
"{deus,dispar}",prud. ham. 2.16 |3.5|
"{deus,dispare}",prud. ham. 2.16 |3.5|
"{deus,dispareo}",prud. ham. 2.16 |3.5|
"{deus,dominum}",prud. ham. 2.191 |2.3|
"{deus,dominus}",prud. ham. 2.191 |2.3|
"{deus,duo}","prud. ham. 1.46 |2.5| , prud. ham. 1.60 |1.5|"
"{deus,duos}",prud. ham. 1.60 |1.5|
"{deus,dupla}",prud. ham. 2.731 |3.6|
"{deus,duplo}",prud. ham. 2.731 |3.6|
"{deus,duplum}",prud. ham. 2.731 |3.6|
"{deus,duplus}",prud. ham. 2.731 |3.6|
"{deus,effinxerit}",prud. ham. 2.14 |4.7|
"{deus,ego}",prud. ham. 2.326 |4.6|
"{deus,esse}","prud. ham. 1.47 |1.2| , prud. ham. 2.155 |5.6| , prud. ham. 2.339 |3.4| , prud. ham. 2.640 |4.5|"
"{deus,est}","prud. ham. 2.20 |3.4| , prud. ham. 2.55 |3.4| , prud. ham. 2.63 |3.5| , prud. ham. 2.347 |2.6| , prud. ham. 2.347 |2.6| , prud. ham. 2.665 |4.5| , prud. ham. 2.770 |5.8|"
"{deus,et}","prud. ham. 2.27 |5.7| , prud. ham. 2.40 |2.7| , prud. ham. 2.40 |2.7| , prud. ham. 2.164 |5.6| , prud. ham. 2.345 |4.5| , prud. ham. 2.347 |2.7| , prud. ham. 2.347 |2.7| , prud. ham. 2.575 |2.5|"
"{deus,facio}","prud. ham. 2.182 |4.5| , prud. ham. 2.345 |4.7|"
"{deus,factum}",prud. ham. 2.182 |4.5|
"{deus,factus}",prud. ham. 2.182 |4.5|
"{deus,fateor}",prud. ham. 1.47 |1.5|
"{deus,fatetur}",prud. ham. 1.47 |1.5|
"{deus,fator}",prud. ham. 1.47 |1.5|
"{deus,fecit}",prud. ham. 2.345 |4.7|
"{deus,ferus}",prud. ham. 2.129 |2.4|
"{deus,filius}","prud. ham. 2.347 |2.8| , prud. ham. 2.347 |2.8|"
"{deus,findit}",prud. ham. 1.60 |1.3|
"{deus,findo}",prud. ham. 1.60 |1.3|
"{deus,fuco}",prud. ham. 2.274 |3.6|
"{deus,fucus}",prud. ham. 2.274 |3.6|
"{deus,fundo}",prud. ham. 2.635 |2.3|
"{deus,fusam}",prud. ham. 2.635 |2.3|
"{deus,gehenna}",prud. ham. 2.127 |4.7|
"{deus,gehennae}",prud. ham. 2.127 |4.7|
"{deus,hostia}",prud. ham. 1.8 |1.4|
"{deus,hostiam}",prud. ham. 1.8 |1.4|
"{deus,hostio}",prud. ham. 1.8 |1.4|
"{deus,hostius}",prud. ham. 1.8 |1.4|
"{deus,ille}","prud. ham. 2.159 |5.7| , prud. ham. 2.544 |4.6|"
"{deus,illud}",prud. ham. 2.159 |5.7|
"{deus,imagine}",prud. ham. 2.731 |3.5|
"{deus,imago}",prud. ham. 2.731 |3.5|
"{deus,immo}",prud. ham. 2.127 |4.6|
"{deus,in}",prud. ham. 1.60 |1.4|
"{deus,inde}",prud. ham. 2.721 |5.6|
"{deus,indidit}",prud. ham. 2.544 |4.5|
"{deus,indo}","prud. ham. 2.544 |4.5| , prud. ham. 2.721 |5.6|"
"{deus,indus}",prud. ham. 2.721 |5.6|
"{deus,iniquus}",prud. ham. 2.112 |4.6|
"{deus,inquam}",prud. ham. 2.640 |4.10|
"{deus,inquit}",prud. ham. 2.640 |4.10|
"{deus,insidiator}",prud. ham. 2.129 |2.5|
"{deus,ipse}","prud. ham. 2.182 |4.9| , prud. ham. 2.339 |3.7|"
"{deus,ipsum}",prud. ham. 2.182 |4.9|
"{deus,iste}",prud. ham. 2.665 |4.8|
"{deus,iura}",prud. ham. 2.105 |2.6|
"{deus,iuro}",prud. ham. 2.105 |2.6|
"{deus,ius}",prud. ham. 2.105 |2.6|
"{deus,malum}",prud. ham. 2.640 |4.6|
"{deus,malus}","prud. ham. 1.47 |1.6| , prud. ham. 2.640 |4.6|"
"{deus,mediasque}",prud. ham. 2.475 |4.5|
"{deus,medio}",prud. ham. 2.475 |4.5|
"{deus,medius}",prud. ham. 2.475 |4.5|
"{deus,mereo}","prud. ham. 2.40 |2.3| , prud. ham. 2.665 |4.6|"
"{deus,mereor}",prud. ham. 2.665 |4.6|
"{deus,meritis}",prud. ham. 2.665 |4.6|
"{deus,merito}",prud. ham. 2.40 |2.3|
"{deus,meritoque}",prud. ham. 2.40 |2.3|
"{deus,meritum}","prud. ham. 2.40 |2.3| , prud. ham. 2.665 |4.6|"
"{deus,minoris}",prud. ham. 1.8 |1.2|
"{deus,misceo}",prud. ham. 2.788 |3.5|
"{deus,miscuit}",prud. ham. 2.788 |3.5|
"{deus,morior}",prud. ham. 1.29 |1.3|
"{deus,mortales}",prud. ham. 2.788 |3.4|
"{deus,mortalis}",prud. ham. 2.788 |3.4|
"{deus,mortuarum}",prud. ham. 1.29 |1.3|
"{deus,mortuus}",prud. ham. 1.29 |1.3|
"{deus,moyses}",prud. ham. 2.339 |3.8|
"{deus,munerum}",prud. ham. 1.4 |1.3|
"{deus,munus}",prud. ham. 1.4 |1.3|
"{deus,natura}",prud. ham. 2.16 |3.4|
"{deus,non}",prud. ham. 2.640 |4.2|
"{deus,nosmet}",prud. ham. 2.326 |4.6|
"{deus,o}",prud. ham. 2.931 |2.1|
"{deus,obsequela}",prud. epil. 32 |1.2|
"{deus,obsequellam}",prud. epil. 32 |1.2|
"{deus,olim}",prud. ham. 2.14 |4.8|
"{deus,olli}",prud. ham. 2.544 |4.6|
"{deus,ollus}",prud. ham. 2.544 |4.6|
"{deus,orior}",prud. ham. 2.788 |3.6|
"{deus,ortus}",prud. ham. 2.788 |3.6|
"{deus,pareo}",prud. ham. 2.575 |2.4|
"{deus,pariturae}",prud. ham. 2.575 |2.4|
"{deus,paruus}",prud. ham. 1.8 |1.2|
"{deus,pater}","prud. epil. 1 |2.3| , prud. ham. 2.347 |2.5| , prud. ham. 2.347 |2.5|"
"{deus,patri}",prud. epil. 1 |2.3|
"{deus,patrium}",prud. epil. 1 |2.3|
"{deus,patrius}",prud. epil. 1 |2.3|
"{deus,per}","prud. ham. 2.182 |4.8| , prud. ham. 2.635 |2.4|"
"{deus,peremptos}",prud. ham. 2.659 |4.8|
"{deus,perennem}",prud. ham. 1.60 |1.2|
"{deus,perennis}",prud. ham. 1.60 |1.2|
"{deus,perenno}",prud. ham. 1.60 |1.2|
"{deus,pereo}",prud. ham. 2.665 |4.7|
"{deus,perimo}",prud. ham. 2.659 |4.8|
"{deus,perit}",prud. ham. 2.665 |4.7|
"{deus,pessimum}",prud. ham. 1.47 |1.6|
"{deus,plasma}",prud. ham. 2.274 |3.5|
"{deus,plasmata}",prud. ham. 2.274 |3.5|
"{deus,plasmo}",prud. ham. 2.274 |3.5|
"{deus,potestas}",prud. ham. 2.20 |3.8|
"{deus,praestitisse}",prud. epil. 32 |1.3|
"{deus,praesto}",prud. epil. 32 |1.3|
"{deus,praua}",prud. ham. 2.14 |4.6|
"{deus,prauus}",prud. ham. 2.14 |4.6|
"{deus,primordia}",prud. ham. 1.4 |1.4|
"{deus,primordium}",prud. ham. 1.4 |1.4|
"{deus,primordius}",prud. ham. 1.4 |1.4|
"{deus,primus}","prud. ham. 2.40 |2.6| , prud. ham. 2.40 |2.6|"
"{deus,prodere}",prud. ham. 2.63 |3.6|
"{deus,prodest}",prud. epil. 32 |1.4|
"{deus,prodo}","prud. epil. 32 |1.4| , prud. ham. 2.63 |3.6|"
"{deus,proprios}",prud. ham. 2.105 |2.3|
"{deus,proprius}",prud. ham. 2.105 |2.3|
"{deus,prosum}",prud. epil. 32 |1.4|
"{deus,putatur}",prud. ham. 2.155 |5.7|
"{deus,puto}",prud. ham. 2.155 |5.7|
"{deus,quae}",prud. ham. 2.274 |3.4|
"{deus,quem}",prud. ham. 1.47 |1.4|
"{deus,qui}","prud. ham. 1.47 |1.4| , prud. ham. 2.14 |4.5| , prud. ham. 2.20 |3.6| , prud. ham. 2.191 |2.4| , prud. ham. 2.274 |3.4| , prud. ham. 2.343 |2.3| , prud. ham. 2.656 |5.7| , prud. ham. 2.659 |4.6|"
"{deus,quia}","prud. ham. 2.40 |2.5| , prud. ham. 2.40 |2.5|"
"{deus,quicumque}",prud. ham. 2.770 |5.6|
"{deus,quidquam}",prud. ham. 2.79 |3.6|
"{deus,quin}",prud. ham. 2.127 |4.5|
"{deus,quis}","prud. ham. 1.47 |1.4| , prud. ham. 2.14 |4.5| , prud. ham. 2.20 |3.6| , prud. ham. 2.191 |2.4| , prud. ham. 2.274 |3.4| , prud. ham. 2.343 |2.3| , prud. ham. 2.656 |5.7| , prud. ham. 2.659 |4.6|"
"{deus,quisquam}",prud. ham. 2.79 |3.6|
"{deus,quisque}","prud. ham. 2.105 |2.5| , prud. ham. 2.191 |2.4|"
"{deus,quod}","prud. ham. 2.343 |2.3| , prud. ham. 2.659 |4.6|"
"{deus,quodcumque}",prud. ham. 2.770 |5.6|
"{deus,quoque}",prud. ham. 2.191 |2.4|
"{deus,rapidis}",prud. ham. 2.92 |2.3|
"{deus,rapidus}",prud. ham. 2.92 |2.3|
"{deus,rerum}","prud. ham. 1.29 |1.2| , prud. ham. 2.20 |3.5|"
"{deus,res}","prud. ham. 1.29 |1.2| , prud. ham. 2.20 |3.5|"
"{deus,reuocatur}",prud. ham. 2.55 |3.6|
"{deus,reuoco}",prud. ham. 2.55 |3.6|
"{deus,sacranda}",prud. ham. 1.4 |1.2|
"{deus,sacro}",prud. ham. 1.4 |1.2|
"{deus,sancio}",prud. ham. 2.343 |2.4|
"{deus,sanctus}",prud. ham. 2.343 |2.4|
"{deus,sapientia}","prud. ham. 2.164 |5.7| , prud. ham. 2.345 |4.6|"
"{deus,sapio}","prud. ham. 2.164 |5.7| , prud. ham. 2.345 |4.6|"
"{deus,sceptra}",prud. ham. 1.46 |2.3|
"{deus,sceptrum}",prud. ham. 1.46 |2.3|
"{deus,se}",prud. ham. 2.656 |5.8|
"{deus,sed}",prud. ham. 2.182 |4.6|
"{deus,sensibus}",prud. ham. 2.92 |2.5|
"{deus,sensus}",prud. ham. 2.92 |2.5|
"{deus,sequendum}",prud. ham. 2.770 |5.7|
"{deus,sequor}",prud. ham. 2.770 |5.7|
"{deus,signis}",prud. ham. 2.63 |3.7|
"{deus,signum}",prud. ham. 2.63 |3.7|
"{deus,spiritus}",prud. ham. 2.932 |4.6|
"{deus,sua}",prud. ham. 2.105 |2.4|
"{deus,sub}",prud. ham. 2.731 |3.4|
"{deus,subsistit}",prud. ham. 2.932 |4.5|
"{deus,subsisto}",prud. ham. 2.932 |4.5|
"{deus,sui}",prud. ham. 2.656 |5.8|
"{deus,sum}","prud. ham. 1.47 |1.2| , prud. ham. 2.20 |3.4| , prud. ham. 2.55 |3.4| , prud. ham. 2.63 |3.5| , prud. ham. 2.155 |5.6| , prud. ham. 2.339 |3.4| , prud. ham. 2.347 |2.6| , prud. ham. 2.347 |2.6| , prud. ham. 2.640 |4.5| , prud. ham. 2.665 |4.5| , prud. ham. 2.770 |5.8|"
"{deus,summa}","prud. ham. 2.20 |3.7| , prud. ham. 2.55 |3.5|"
"{deus,summam}",prud. ham. 2.55 |3.5|
"{deus,summos}",prud. ham. 2.16 |3.6|
"{deus,summum}",prud. ham. 2.20 |3.7|
"{deus,super}",prud. ham. 2.7 |3.4|
"{deus,superus}","prud. ham. 2.16 |3.6| , prud. ham. 2.20 |3.7| , prud. ham. 2.55 |3.5|"
"{deus,supo}",prud. ham. 2.7 |3.4|
"{deus,suus}",prud. ham. 2.105 |2.4|
"{deus,tenebrae}",prud. ham. 2.475 |4.6|
"{deus,tenebras}",prud. ham. 2.475 |4.6|
"{deus,tenebro}",prud. ham. 2.475 |4.6|
"{deus,tero}",prud. ham. 2.129 |2.3|
"{deus,testamur}",prud. ham. 2.27 |5.6|
"{deus,testor}",prud. ham. 2.27 |5.6|
"{deus,tibi}",prud. ham. 2.2 |3.4|
"{deus,tristis}",prud. ham. 2.129 |2.3|
"{deus,tu}",prud. ham. 2.2 |3.4|
"{deus,tyrannus}",prud. ham. 2.721 |5.7|
"{deus,uates}",prud. ham. 2.575 |2.3|
"{deus,uaticinator}",prud. ham. 2.343 |2.5|
"{deus,uelut}","prud. ham. 2.79 |3.4| , prud. ham. 2.339 |3.6|"
"{deus,uera}",prud. ham. 2.164 |5.8|
"{deus,uero}",prud. ham. 2.164 |5.8|
"{deus,uerum}",prud. ham. 2.164 |5.8|
"{deus,uerus}",prud. ham. 2.164 |5.8|
"{deus,uetat’}",prud. ham. 2.640 |4.9|
"{deus,uetiti}",prud. ham. 2.659 |4.5|
"{deus,uetitum}",prud. ham. 2.659 |4.5|
"{deus,ueto}",prud. ham. 2.659 |4.5|
"{deus,uirginis}","prud. ham. 2.575 |2.6| , prud. ham. 2.635 |2.5|"
"{deus,uirgo}","prud. ham. 2.575 |2.6| , prud. ham. 2.635 |2.5|"
"{deus,unam}",prud. ham. 2.55 |3.8|
"{deus,unum}","prud. ham. 2.27 |5.8| , prud. ham. 2.92 |2.6| , prud. ham. 2.347 |2.9| , prud. ham. 2.347 |2.9|"
"{deus,unus}","prud. ham. 2.2 |3.6| , prud. ham. 2.27 |5.8| , prud. ham. 2.40 |2.8| , prud. ham. 2.40 |2.8| , prud. ham. 2.55 |3.8| , prud. ham. 2.92 |2.6| , prud. ham. 2.347 |2.9| , prud. ham. 2.347 |2.9| , prud. ham. 2.932 |4.7|"
"{dexter,alternas}",prud. ham. 2.889 |2.3|
"{dexter,alterno}",prud. ham. 2.889 |2.3|
"{dexter,alternus}",prud. ham. 2.889 |2.3|
"{dexter,commutabile}",prud. ham. 2.889 |2.5|
"{dexter,commutabilis}",prud. ham. 2.889 |2.5|
"{dexter,cum}",prud. ham. 2.411 |2.4|
"{dexter,cuspide}",prud. ham. 2.411 |2.5|
"{dexter,cuspis}",prud. ham. 2.411 |2.5|
"{dexter,graui}",prud. ham. 2.411 |2.3|
"{dexter,grauis}",prud. ham. 2.411 |2.3|
"{dexter,nec}",prud. ham. 2.889 |2.4|
"{dexter,neque}",prud. ham. 2.889 |2.4|
"{dexter,quassans}",prud. ham. 2.411 |2.6|
"{dexter,quasso}",prud. ham. 2.411 |2.6|
"{dexter,silua}",prud. ham. 2.792 |5.7|
"{dexter,spinea}",prud. ham. 2.792 |5.6|
"{dexter,spineus}",prud. ham. 2.792 |5.6|
"{dexter,tempus}",prud. ham. 2.889 |2.6|
"{dextera,cum}",prud. ham. 2.411 |2.4|
"{dextera,cuspide}",prud. ham. 2.411 |2.5|
"{dextera,cuspis}",prud. ham. 2.411 |2.5|
"{dextera,graui}",prud. ham. 2.411 |2.3|
"{dextera,grauis}",prud. ham. 2.411 |2.3|
"{dextera,quassans}",prud. ham. 2.411 |2.6|
"{dextera,quasso}",prud. ham. 2.411 |2.6|
"{dextramque,cum}",prud. ham. 2.411 |2.4|
"{dextramque,cuspide}",prud. ham. 2.411 |2.5|
